id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl,,,,,,,,,,,,,
H30-AM-22,H30,午前,22,施工管理,土工事,土工事に関する記述として、最も不適当なものはどれか。,根切り底面下に被圧帯水層があり、盤ぶくれの発生が予測されたので、ディープウェル工法で地下水位を低下させた。,ボイリング対策として、周辺井戸の井戸枯れや軟弱層の圧密沈下を検討し、ディープウェル工法で地下水位を低下させた。,床付け地盤が凍結したので、凍結した部分は良質土と置換した。,ヒービングの発生が予測されたので、ウェルポイントで掘削場内外の地下水位を低下させた。,4,【ショーケン版】ヒービングを「水抜き（ウェルポイント）」で直せると思うなよ！ヒービングは粘土が「重みで回り込む」現象だ。水を抜いたって粘土の柔らかさは変わらねえ。ヒービングを止めたきゃ、山留めを深く打ち込むか、地盤改良でガチガチに固めるしかないんだよ！,【建龍版】地盤の破壊現象への対策に関する問題です。「ヒービング」は、軟弱な粘性土地盤において、山留め壁背後の土圧により掘削底面が盛り上がる現象です。対策としては「山留め壁の根入れ長を深くする」や「地盤改良」が有効であり、地下水位を低下させるウェルポイント工法は主たる対策としては不適当です。,,,,,,,,,,,,,,
H30-AM-23,H30,午前,23,施工管理,山留め工事,ソイルセメント柱列山留め壁に関する記述として、最も不適当なものはどれか。,山留め壁の構築部に残っている既存建物の基礎を貫通するためのロックオーガーの径は、ソイルセメント施工径より小さくする。,ソイルセメントの硬化不良部分は、モルタル充填や背面地盤への薬液注入などの処置を行う。,セメント系注入液と混合撹拌する原位置土が粗粒土になるほど、ソイルセメントの一軸圧縮強度が大きくなる。,ソイルセメントの中に挿入する心材としては、H 形鋼などが用いられる。,1,【ショーケン版】ロックオーガー（障害物を壊すドリル）の穴がソイルセメントより「小さい」と、後で本番のドリルが引っかかって回らなくなるだろ！障害物を取り除く時は、後でソイルセメントがスムーズに打てるように、施工径と同じか「少し大きい」径でブチ抜くのが現場の定石だ！,【建龍版】ソイルセメント柱列壁の施工に関する問題です。既存構造物などの障害物を除去（ロックオーガーによる先行掘削）する場合、その掘削径は、その後に施工するソイルセメントの施工径を確保するため、「施工径と同等か、それ以上」とするのが一般的です。小さくすると本掘削に支障が出るため不適当です。,,,,,,,,,,,,,,
H30-AM-24,H30,午前,24,施工管理,杭工事,アースドリル工法による場所打ちコンクリート杭地業に関する記述として、最も不適当なものはどれか。,掘削終了後、鉄筋かごを建て込む前に1次孔底処理を行い、有害なスライムが残留している場合には、コンクリートの打込み直前に2次孔底処理を行う。,安定液は、必要な造壁性があり、できるだけ高粘性、高比重のものを用いる。,掘削深さの確認は、検測器具を用いて孔底の3箇所以上で検測する。,地下水がなく孔壁が自立する地盤では、安定液を使用しないことができる。,2,【ショーケン版】安定液の比重を上げすぎんな！比重や粘度が高すぎると、コンクリを打つ時に液がうまく入れ替わらずに、杭の周りに泥壁が厚く残っちまう（泥壁の肥大）。コンクリの品質を落とさないよう、安定液は機能を保てる範囲で「できるだけ低粘性・低比重」に管理するのが鉄則だ！,【建龍版】アースドリル工法の安定液管理に関する問題です。安定液（ベントナイト液等）は、孔壁を保護する造壁性が必要ですが、比重や粘性が高すぎるとコンクリート置換が不完全になり、杭の支持力低下やコンクリートへの泥土混入を招きます。したがって、管理基準を満たす範囲内で「できるだけ低比重・低粘性」とするのが適切であり、「できるだけ高粘性・高比重」とする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-25,H30,午前,25,建築学,鉄筋工事,異形鉄筋の定着等に関する記述として、最も不適当なものはどれか。ただし、d は異形鉄筋の呼び名の数値とする。,大梁主筋に SD 345 を用いる場合の直線定着の長さは、コンクリート強度が同じならば、同径の SD 390 を用いる場合と同じである。,梁下端筋の柱梁接合部への定着は、原則として、梁下端筋を曲げ上げる形状で定着させる。,梁端の上端筋をカットオフする場合には、梁の端部から当該梁の内法長さの 1/4 となる点を起点とし、15 d 以上の余長を確保する。,梁の主筋を柱内に折曲げ定着とする場合には、仕口面からの投影定着長さを柱せいの 3/4 倍以上とする。,1,【ショーケン版】鉄筋の強度（SD345と390）が違うのに、定着長さが同じなわけねえだろ！強度が強い鉄筋（SD390）ほど、コンクリから抜けないように「より長く」埋め込まにゃならん。強度が同じなのは「フックの形状」とかの話だ。基本を間違えんな！,【建龍版】鉄筋の定着長さに関する問題です。鉄筋の定着長さ $L_d$ は、鉄筋の許容引張応力度（強度）に比例し、コンクリートの許容付着応力度に反比例します。強度の高い SD390 は、SD345 よりも長い定着長さが必要となるため、「同じである」とする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-26,H30,午前,26,施工管理,鉄筋工事,鉄筋の機械式継手に関する記述として、最も不適当なものはどれか。,ねじ節継手とは、熱間形成されたねじ節鉄筋の端部に鋼管(スリーブ)をかぶせた後、外側から加圧して鉄筋表面の節にスリーブを食い込ませて接合する工法である。,充填継手とは、内面に凹凸のついた比較的径の大きい鋼管(スリーブ)に異形鉄筋の端部を挿入した後、スリーブ内に高強度の無収縮モルタル等を充填して接合する工法である。,端部ねじ継手とは、端部をねじ加工した異形鉄筋、あるいは加工したねじ部を端部に圧接した異形鉄筋を使用し、雌ねじ加工されたカップラーを用いて接合する工法である。,併用継手は、2 種類の機械式継手を組み合わせることでそれぞれの長所を取り入れ、施工性を改良したものである。,1,【ショーケン版】「ねじ節継手」を「加圧」で食い込ませる？それは「冷間押抜き継手」とか別のやり方だろ！ねじ節継手ってのは、鉄筋自体がボルトみたいにねじになってて、カプラー（ナット）をクルクル回して繋ぐ工法だ。加圧なんてしねえよ！,【建龍版】機械式継手の種類に関する問題です。「ねじ節継手」は、鉄筋表面のねじ状の節を利用し、内部に雌ねじを切ったカプラーを「ねじ込んで」接合する工法です。記述にある「外側から加圧して食い込ませる」のは「圧着継手」の特徴であり、不適当です。,,,,,,,,,,,,,,
H30-AM-27,H30,午前,27,施工管理,型枠工事,型枠の設計に関する記述として、最も不適当なものはどれか。,固定荷重の計算に用いる型枠の重量は、0.4 kN/m2 とする。,合板せき板のたわみは、単純支持で計算した値と両端固定で計算した値の平均値とする。,型枠に作用する荷重及び外力に対し、型枠を構成する各部材それぞれの許容変形量は、 3 mm 以下を目安とする。,型枠の構造計算において、支保工以外の材料の許容応力度は、長期と短期の許容応力度の平均値とする。,4,【ショーケン版】型枠はコンクリを打つ間だけの「一時的なもん」だろ！だから構造計算に使うのは「短期許容応力度」そのままでいいんだよ。わざわざ「長期との平均」なんて中途半端な数字を使う必要はねえ。短期決戦なんだから短期の数字で勝負しろ！,【建龍版】型枠の構造設計に関する問題です。型枠は施工中の一時的な荷重を支える仮設構造物であるため、材料の許容応力度は原則として「短期許容応力度」を採用します。長期許容応力度との平均値を用いるという規定はなく、記述は不適当です。なお、部材の変形量は「3mm以下」とするのが一般的です。,,,,,,,,,,,,,,
H30-AM-28,H30,午前,28,施工管理,コンクリート工事,コンクリートの運搬及び打込みに関する記述として、最も不適当なものはどれか。,粗骨材の最大寸法が 25 mm の普通コンクリートを圧送する場合の輸送管の呼び寸法は、 100 A 以上とする。,コンクリートの圧送に先立ち圧送される先送りモルタルは、品質を低下させるおそれがあるので、型枠内には打ち込まない。,マスコンクリートの荷卸し時のコンクリート温度は、原則として、 35 °C 以下となるようにする。,高性能 AE 減水剤を用いた高強度コンクリートの練混ぜから打込み終了までの時間は、外気温にかかわらず、原則として、 120 分を限度とする。,3,【ショーケン版】マスコン（デカいコンクリ）は自分自身の熱でアツアツになるんだよ！だから荷卸しの時点で「40度」もあったら、後からヒビ割れだらけになっちまう。マスコンの温度制限は、もっと厳しく「35度以下」に抑えるのが現場のルールだぞ！,【建龍版】コンクリートの温度管理に関する問題です。マスコンクリートは水和熱による温度ひび割れのリスクが高いため、荷卸し時のコンクリート温度は原則として「35℃以下」とすることが定められています（JASS 5）。40℃とする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-29,H30,午前,29,施工管理,コンクリート工事,コンクリートの養生に関する記述として、最も不適当なものはどれか。ただし、計画供用期間を指定する場合の級は標準とする。,連続的に散水を行って水分を供給する方法による湿潤養生は、コンクリートの凝結が終了した後に行う。,普通ポルトランドセメントを用いたコンクリートの打込み後 5 日間は、乾燥、振動等によって凝結及び硬化が妨げられないように養生する。,湿潤養生の期間は、早強ポルトランドセメントを用いたコンクリートの場合は、普通ポルトランドセメントを用いた場合より短くすることができる。,普通ポルトランドセメントを用いた厚さ 18 cm 以上のコンクリート部材においては、コンクリートの圧縮強度が 10 N/mm2 以上に達したことを確認すれば、以降の湿潤養生を打ち切ることができる。,4,【ショーケン版】コンクリの養生を切り上げるタイミングをなめんな！「5N」じゃまだ赤ん坊だぞ。普通セメントで養生を終わらせていいのは、強度が「10N/mm2」まで育ってからだ。5Nは「凍結しなくなる（初期凍害防止）」だけの数字だ、混同すんな！,【建龍版】コンクリートの養生終了時期に関する問題です。JASS 5 において、湿潤養生を打ち切ることができる圧縮強度の目安は、普通ポルトランドセメントの場合「10 N/mm2」以上とされています（※5 N/mm2 は寒中コンクリートの初期養生終了目安）。したがって、5 N/mm2 で打ち切ることができるとする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-30,H30,午前,30,施工管理,鉄骨工事,高力ボルト接合に関する記述として、最も不適当なものはどれか。,ねじの呼びが M 22 のトルシア形高力ボルトの長さは、締付け長さに 35 mm を加えた値を標準とした。,ナット回転法による締付け完了後の検査は、1次締付け後の本締めによるナット回転量が 120 ° ± 30 ° の範囲にあるものを合格とした。,摩擦接合面は、すべり係数 0.45 以上を確保するため、グラインダー処理後、自然発生した赤さび状態を確認した。,ねじの呼びが M 22 の高力ボルトの 1 次締付けトルク値は、約 150 N・m とした。,2,【ショーケン版】ナット回転法の合格範囲を広げすぎだろ！「120° ± 45°」なんて、ゆるゆるかガチガチかのどっちかだぞ。正確な範囲は「120° ± 30°」だ。15度の差で摩擦力が変わっちまうんだよ。数字を正確に覚えろ！,【建龍版】高力ボルトのナット回転法に関する問題です。1次締付け完了後、さらにナットを120度回転させて本締めを行う際、その合格範囲は「120° ± 30°」と規定されています。45°とする記述は許容範囲が広すぎて不適当です。,,,,,,,,,,,,,,
H30-AM-31,H30,午前,31,施工管理,鉄骨工事,大空間鉄骨架構の建方に関する記述として、最も不適当なものはどれか。,総足場工法は、必要な高さまで足場を組み立てて、作業用の構台を全域にわたり設置し、架構を構築する工法である。,スライド工法は、作業構台上で所定の部分の屋根鉄骨を組み立てたのち、そのユニットを所定位置まで順次滑動横引きしていき、最終的に架構全体を構築する工法である。,移動構台工法は、移動構台上で所定の部分の屋根鉄骨を組み立てたのち、構台を移動させ、順次架構を構築していく工法である。,リフトアップ工法は、地組みした所定の大きさのブロックをクレーン等で吊り上げて架構を構築する工法である。,4,【ショーケン版】「リフトアップ」を「クレーンで吊る」だけだと思ってんのか？それはただの揚重だろ！リフトアップってのは、地面で大きな屋根とかを全部組んでから、ジャッキを使って「下から押し上げる（または引き上げる）」特殊な工法なんだよ。クレーンじゃ届かねえようなデカい屋根を上げる時に使うんだ！,【建龍版】鉄骨の特殊建方工法に関する問題です。「リフトアップ工法」は、大スパンの屋根架構などを地上付近で組み立て、ジャッキ等を用いて所定の高さまで「引き揚げる（または押し上げる）」工法を指します。通常のクレーンによる吊り上げとは区別される用語であり、記述は不適当です。,,,,,,,,,,,,,,
H30-AM-32,H30,午前,32,施工管理,木造工事,大断面集成材を用いる木造建築物に関する記述として、最も不適当なものはどれか。,接合金物のボルトの孔あけ加工の大きさについて、ねじの呼びが M 16 未満の場合は公称軸径に 1.5 mm を加えたものとし、 M 16 以上の場合は 2.0 mm を加えたものとした。,大規模な木造架構であったため、全体の建方が完了してからの建入れ修正ができなかったので、建方に並行してブロックごとに建入れ直しを行った。,集成材は、現場搬入から建方まで 15 日以上要したので、雨がかからないように防水シートで覆いをかけて保管した。,大断面材に設ける標準的なボルト孔の心ずれは、許容誤差を 2 mm 以内とした。,1,【ショーケン版】木材のボルト穴をそんなにガバガバにするな！鉄骨とは違うんだ。木造のボルト穴は、M16未満なら径＋「1.0mm」、M16以上なら径＋「1.5mm」までだ。そんなにデカい穴を開けたら、ボルトが遊んで構造がガタガタになるぞ！,【建龍版】大規模木造（集成材）のボルト孔に関する問題です。木材の接合部におけるボルト孔の径は、緩みによる耐力低下を防ぐため、ねじの呼びがM16未満の場合は「呼び径＋1.0mm」、M16以上の場合は「呼び径＋1.5mm」を標準とします。記述の数値は大きすぎるため不適当です。,,,,,,,,,,,,,,
H30-AM-33,H30,午前,33,施工管理,建設機械,揚重運搬機械に関する記述として、最も不適当なものはどれか。,ロングスパン工事用エレベーターの搬器には、周囲に堅固な手すりを設け、手すりには中さん及び幅木を取り付けなければならない。,ロングスパン工事用エレベーターは、安全上支障がない場合、搬器の昇降を知らせるための警報装置を備えないことができる。,建設用リフトは、土木、建築等の工事の作業に使用され、原則として荷のみを運搬することを目的とするエレベーターである。,建設用リフトの定格速度とは、搬器に積載荷重に相当する荷重の荷をのせて上昇させる場合の最高の速度をいう。,3,【ショーケン版】「建設用リフト」に人間を乗せてどうすんだ！建設用リフトは「荷物専用」だ。人は絶対に乗っちゃいけないって法律で決まってんだよ。「人と荷物」を運べるのは「エレベーター」だろ。名前と中身を勘違いしてたら、現場で人身事故が起きるぞ！,【建龍版】建設用揚重機の定義に関する問題です。「建設用リフト」は、ガイドレールに沿って昇降する搬器を用いて「荷を運搬する」ことを目的とした機械であり、クレーン等安全規則により「人を乗せることは禁止」されています。したがって「人及び荷を運搬すること」とする記述は誤りです。,,,,,,,,,,,,,,
H30-AM-34,H30,午前,34,施工管理,防水工事,合成高分子系ルーフィングシート防水に関する記述として、最も不適当なものはどれか。,加硫ゴム系シート防水接着工法において、平場のシート相互の接合幅は 100 mm とし、水上側のシートが水下側のシートの上になるように張り重ねた。,塩化ビニル樹脂系シート防水接着工法において、下地とシートの接着には、エポキシ樹脂系の接着剤を用いた。,塩化ビニル樹脂系シート防水の出隅角の処理は、シートの張付け後に成形役物を張り付けた。,加硫ゴム系シート防水の出隅角の処理は、シートの張付け前に加硫ゴム系シートで増張りを行った。,2,【ショーケン版】塩ビシート（塩化ビニル）を「エポキシ」で貼る奴があるか！エポキシは硬すぎてシートの動きについていけねえぞ。塩ビシートの接着には、相性の良い「ニトリルゴム系」や「クロロプレンゴム系」の接着剤を使うのが鉄則だ。材料の相性を間違えんな！,【建龍版】シート防水の接着剤に関する問題です。塩化ビニル樹脂系シート防水接着工法において、シートを下地に接着するために用いるのは、一般に「ニトリルゴム系接着剤」や「合成樹脂系接着剤」です。エポキシ樹脂系接着剤は硬質で追従性が低いため、シート全体の接着には不適当です。したがって「2」が誤りです。,,,,,,,,,,,,,,
H30-AM-35,H30,午前,35,施工管理,シーリング工事,シーリング工事に関する記述として、最も不適当なものはどれか。,ワーキングジョイントに装填する丸形のバックアップ材は、目地幅より 20 % 大きい直径のものとした。,先打ちしたポリウレタン系シーリング材に、ポリサルファイド系シーリング材を打ち継いだ。,シリコーン系シーリング材を充填する場合のボンドブレーカーは、シリコーンコーティングされたテープとした。,ワーキングジョイントの目地幅が 20 mm だったので、目地深さは 12 mm とした。,2,【ショーケン版】ウレタンの上に「ポリサルファイド」を継ぐな！この2つは相性が最悪で、すぐ剥がれちまうんだ。シーリングを打ち継ぐなら、同じ種類の材料を使うか、相性が保証されてる組み合わせにしなきゃダメだ。ポリサルファイドを混ぜるのは厳禁だぞ！,【建龍版】シーリング材の打継ぎ（相性）に関する問題です。ポリウレタン系とポリサルファイド系は相互の接着性が悪いため、直接打ち継ぐことは避けるべきとされています。原則として、同種材料での打ち継ぎ、あるいは適合性が確認されたプライマーを併用する必要があります。したがって「2」が不適当です。,,,,,,,,,,,,,,
H30-AM-36,H30,午前,36,施工管理,タイル工事,セメントモルタルによる壁タイル後張り工法に関する記述として、最も不適当なものはどれか。,外壁タイル張り面の伸縮調整目地の位置は、縦目地を 3 m 内外に割り付け、横目地を各階ごとの打継ぎ目地に合わせた。,マスク張りでは、張付けモルタルを塗り付けたタイルは、塗り付けてから 20 分を限度に張り付けた。,改良圧着張りの化粧目地詰めは、タイル張付け後 24 時間経過したのちとした。,モザイクタイル張りの張付けモルタルは 2 層に分けて塗り付けるものとし、1 層目はこて圧をかけて塗り付けた。,2,【ショーケン版】マスク張りで「20分」も放置してたら、モルタルが乾いてタイルが落ちるぞ！マスク張り（ユニットタイル等）のオープンタイムは、せいぜい「5分以内」だ。20分なんてのは「改良圧着張り」とかの、もっと厚く塗る時の数字だろ。工法ごとの時間を覚えとけ！,【建龍版】タイルのマスク張り工法に関する問題です。マスク張りにおける張付けモルタルのオープンタイム（塗り付けてから張り終えるまでの時間）は、非常に短く「5分以内」とされています。20分とする記述は、接着不良（ドライアウト）の原因となるため不適当です。,,,,,,,,,,,,,,
H30-AM-37,H30,午前,37,施工管理,屋根工事,心木なし瓦棒葺に関する記述として、最も不適当なものはどれか。,けらば納めの端部の長さは、瓦棒の働き幅の 2/3 とした。,通し吊子の鉄骨母屋への取付けは、平座金を付けたドリルねじで、下葺、野地板を貫通させ母屋に固定した。,棟部の納めに棟包みを用い、棟包みの継手をできるだけ瓦棒に近い位置とした。,水上部分と壁との取合い部に設ける雨押えは、壁際立上がりを 150 mm とした。,3,【ショーケン版】棟包みの継手を「瓦棒（出っ張ってる部分）」の近くに持ってくるな！瓦棒付近は雨が集中しやすいんだ。継手は、水が溜まりにくい「溝の中央付近」に配置して、しっかり防水処理をするのが屋根屋の常識だぞ！,【建龍版】瓦棒葺き屋根の納まりに関する問題です。棟包みの継手位置は、雨水の浸入リスクを減らすため、雨水の流れが集中しやすい瓦棒（心木部）付近を避け、平面部（溝板の中央付近）に設けるのが一般的です。したがって「3」が不適当です。,,,,,,,,,,,,,,
H30-AM-38,H30,午前,38,施工管理,内装工事,軽量鉄骨壁下地に関する記述として、最も不適当なものはどれか。,ランナーは、両端部は端部から 50 mm 内側で固定し、中間部は 900 mm 間隔で固定した。,"振れ止めは、床ランナーから 1,200 mm 間隔で、スタッドに引き通し、固定した。",スタッドの建込み間隔の精度は、± 5 mm とした。,スペーサーは、各スタッドの端部を押さえ、 900 mm 間隔に留め付けた。,4,【ショーケン版】スペーサー（スタッドの回転防止）を「900mm」も空けてどうすんだ！それじゃスタッドがクルクル回っちまうだろ。スペーサーの間隔は、スタッドの端部を留めるのはもちろん、中間部は「600mm」程度で細かく入れるのがルールだ。900じゃ広すぎだ！,【建龍版】軽量鉄骨壁下地（LGS）の施工に関する問題です。スタッドのねじれや倒れを防止する「スペーサー」の間隔は、各スタッドの端部（ランナー付近）および中間部「600mm程度」に設置することが公共建築工事標準仕様書等で定められています。900mmとする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-39,H30,午前,39,施工管理,仕上塗材工事,防水形合成樹脂エマルション系複層仕上塗材(防水形複層塗材 E)に関する記述として、最も不適当なものはどれか。,下塗材は、所要量を 0.2 kg/m2 とし、専用うすめ液で均一に薄めた。,主材の基層塗りは、所要量を 1.7 kg/m2 とし、2 回塗りとした。,増塗りは、主材塗りの後に行い、出隅、入隅、目地部、開口部まわり等に、ローラーにより行った。,凸部処理は、見本と同様の模様で均一に仕上がるように、ローラーにより行った。,3,【ショーケン版】「増塗り」を主材塗りの「後」にやってどうすんだ！角っこや目地みたいな弱点は、先に厚く塗っておく（先行施工）のが当たり前だろ！主材を全体に塗る「前」に増塗りを済ませておくのが、防水性能を確保する手順だ。順番を間違えんな！,【建龍版】複層仕上塗材の施工手順に関する問題です。出隅や入隅、開口部まわり等の脆弱部に対する「増塗り（補強塗り）」は、防水性を確実にするため、全面への主材塗りに「先立って（前に行う）」のが正しい工程です。後で行うとする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-40,H30,午前,40,施工管理,建具工事,アルミニウム製建具に関する記述として、最も不適当なものはどれか。,建具の組立てにおいて、隅部の突付け部分はシート状の止水材を使用した。,見え隠れ部分で使用する補強材に、亜鉛めっき処理した鋼材を使用した。,水切り、ぜん板は、アルミニウム板を折曲げ加工するので、厚さを 1.2 mm とした。,建具枠のアンカーは、両端から逃げた位置から、間隔を 500 mm 以下で取り付けた。,3,【ショーケン版】アルミの水切りを「1.2mm」で作る奴があるか！ペラペラで、ちょっと物が当たっただけでベコベコに凹むぞ。アルミ板を折り曲げて作る水切りや「ぜん板」なら、最低でも「1.5mm以上」の厚みを持たせるのが標準だ。1.2じゃ強度不足だ！,【建龍版】アルミニウム製建具の部材厚に関する問題です。外部に設置するアルミ製の水切りやぜん板を板曲げ加工で作製する場合、必要な剛性と耐久性を確保するため、その厚さは原則として「1.5mm以上」とすることが一般的です。1.2mmとする記述は不適当です。,,,,,,,,,,,,,,
H30-AM-41,H30,午前,41,施工管理,塗装工事,塗装工事に関する記述として、最も不適当なものはどれか。,亜鉛めっき鋼面の常温乾燥形ふっ素樹脂エナメル塗りにおいて、下塗りに変性エポキシ樹脂プライマーを使用した。,モルタル面のアクリル樹脂系非水分散形塗料塗りにおいて、下塗り、中塗り及び上塗りの塗付け量をそれぞれ同量とした。,コンクリート面のアクリルシリコン樹脂エナメル塗りにおいて、下塗りに反応形合成樹脂シーラーを使用した。,屋外の木質系素地面の木材保護塗料塗りにおいて、原液を水で希釈し、よく撹拌（かくはん）して使用した。,4,【ショーケン版】木材保護塗料（キシラデコールとか）を「水で薄めて」使う奴があるか！あれは木の内部に染み込ませてナンボの塗料だ。薄めたら性能がガタ落ちだし、そもそも「希釈（うすめ液）」を使うにしても専用の溶剤だろ。基本は「無希釈」で塗るのが一番効くんだよ！,【建龍版】木材保護塗料の施工に関する問題です。木材保護塗料は、防虫・防腐成分を木材内部に浸透させる必要があり、原則として「無希釈（薄めない）」で使用します。また、多くの製品が溶剤系（油性）であり、水で希釈するという記述は塗料の性質上も不適当です。,,,,,,,,,,,,,,
H30-AM-42,H30,午前,42,施工管理,床工事,合成樹脂塗床に関する記述として、最も不適当なものはどれか。,樹脂パテや樹脂モルタルでの下地調整は、プライマーの塗布後に行った。,薬品を使用する実験室の塗床は、平滑な仕上げとするため、流しのべ工法とした。,下地調整に用いる樹脂パテは、塗床材と同質の樹脂とセメントなどを混合したものとした。,エポキシ樹脂のコーティング工法のベースコートは、金ごてで塗り付けた。,4,【ショーケン版】コーティング工法ってのは「薄塗り」仕上げのことだぞ！金ごてで厚く塗り広げるのは「流しのべ工法（流し込み）」だ。コーティング（薄塗り）なら「ローラー」か「刷毛」でササッと仕上げるのが現場のやり方だ。工法の名前と道具を一致させろ！,【建龍版】合成樹脂塗り床の施工工法に関する問題です。エポキシ樹脂の「コーティング工法」は、薄膜状に仕上げる工法であり、主に「ローラー」や「刷毛」を用いて施工します。「金ごて」を用いるのは、厚膜に仕上げる「流しのべ工法」や「樹脂モルタル工法」の特徴であり、不適当です。,,,,,,,,,,,,,,
